left,right,match,match_confidence,gold,left_id,right_id,source
COL make VAL BAE COL model VAL JETSTREAM 4100 COL cert VAL EASA.A.189,COL make VAL JTSTRM COL model VAL 4101 COL series VAL 4101 COL cert VAL A41NM,0,0.9989238176815568,1,BAE JETSTREAM 4100,JTSTRM-4101-4101,faa
COL make VAL HILLER COL model VAL 1100 COL cert VAL H2WE,COL code VAL FH11,0,0.9999962975432056,1,HILLER 1100,FH11,doc8643_code
COL make VAL BOMBARDIER COL model VAL CL600 2C10 COL name VAL REGIONAL JET 700 COL cert VAL A-276,COL mfr VAL BOMBARDIER COL model VAL CL-600  Regional Jet CRJ-550 COL code VAL CRJ7,0,0.8955960883066602,1,BOMBARDIER CL600 2C10,CRJ7 CL-600  Regional Jet CRJ-550,doc8643_description
COL make VAL CALLAIR COL model VAL A3 COL cert VAL A-758,COL mfr VAL CALLAIR COL model VAL A,1,0.5723500771359681,0,CALLAIR A3,CALAIR-A-A,reg
COL make VAL NORTH AMERICAN COL model VAL AT6 COL name VAL TEXAN COL cert VAL A-2-575,COL mfr VAL NORTH AMERICAN COL model VAL 047B,1,0.6347300453448418,0,NORTH AMERICAN AT6,NA-O47-NA047B,reg
COL make VAL STEARMAN COL model VAL 75 COL name VAL KAYDET COL cert VAL A-743,COL make VAL B COL model VAL 75 COL series VAL A75 COL cert VAL A743,0,0.9999615886449738,1,STEARMAN 75,B-75-A75,faa
COL make VAL PIPER COL model VAL J3 COL name VAL CUB COL cert VAL ATC 660,COL make VAL PIPER COL model VAL J3F COL series VAL 60 COL name VAL CUB COL cert VAL A-692,1,0.5692740129134752,0,PIPER J3,7458,cictt
COL make VAL DORNIER COL model VAL DO27 COL cert VAL 514/SA,COL mfr VAL CASA COL model VAL C-127,0,0.999996433697823,1,DORNIER DO27,DO27 C-127,doc8643_description
COL make VAL SIKORSKY COL model VAL SH3 COL name VAL SEA KING COL cert VAL R00014LA,COL make VAL SH COL model VAL 3H COL series VAL 3H COL name VAL CROMAN COL cert VAL R00004SE,0,0.9389472616398259,1,SIKORSKY SH3,SH-3H-3H,faa
COL make VAL STEARMAN COL model VAL 6 COL name VAL CLOUDBOY COL cert VAL ATC 459,COL mfr VAL STEARMAN COL model VAL YPT-9,0,0.9999943332505382,1,STEARMAN 6,ST6 YPT-9,doc8643_description
COL make VAL KINNER COL model VAL SPORTSTER COL cert VAL ATC 490,COL mfr VAL CLARKE DONALD H COL model VAL RAND ROBINSON KR-2,0,0.9999959024550773,1,KINNER SPORTSTER,KINNER-K-K,reg
COL make VAL BEECH COL model VAL T42 COL name VAL COCHISE COL cert VAL 3A16,COL mfr VAL BEECH COL model VAL 56 Turbo Baron COL code VAL BE56,1,0.9418767982685221,0,BEECH T42,BE56 56 Turbo Baron,doc8643_description
COL make VAL STEARMAN COL model VAL D75 COL name VAL KAYDET COL cert VAL A-743,COL make VAL B COL model VAL 75 COL series VAL PT27 COL cert VAL A743,0,0.9999963302951116,1,STEARMAN D75,B-75-PT27,faa
COL make VAL AERONCA COL model VAL 65TF COL name VAL TANDEM COL cert VAL A-728,COL make VAL AR COL model VAL 65 COL series VAL TF COL cert VAL A728,0,0.9724782490291218,1,AERONCA 65TF,AR-65-TF,faa
COL make VAL BOEING COL model VAL 747 COL cert VAL A20WE,COL code VAL B06,1,0.8786517298483688,0,BOEING 747,B06,doc8643_code
COL make VAL DIAMOND COL model VAL DA20 COL name VAL ECLIPSE COL cert VAL A-191,COL mfr VAL DIAMOND COL model VAL DA-22 Speed Katana,0,0.9497396045599552,1,DIAMOND DA20,DV20 DA-22 Speed Katana,doc8643_description
COL make VAL CESSNA COL model VAL R172 COL name VAL HAWK XP COL cert VAL 3A17,COL mfr VAL CESSNA COL model VAL 172J,0,0.9997917443350137,1,CESSNA R172,CE-172-R172J,reg
COL make VAL WACO COL model VAL ASO COL cert VAL ATC 41,COL mfr VAL WACO COL model VAL CSO,0,0.9937750478654046,1,WACO ASO,WACO CSO,doc8643_description
COL make VAL SIKORSKY COL model VAL CH3 COL name VAL SEA KING COL cert VAL H2EA,COL make VAL SK COL model VAL 61 COL series VAL D COL cert VAL H2EA,1,0.9996126230327942,0,SIKORSKY CH3,SK-61-D,faa
COL make VAL TRAVEL AIR COL model VAL TRAVEL AIR E4000 COL cert VAL ATC 188,COL mfr VAL TRAVEL AIR COL model VAL 4000,1,0.9999192267374043,0,TRAVEL AIR TRAVEL AIR E4000,CURTIS-TRVAIR-4000,reg
COL make VAL CESSNA COL model VAL TR182 COL name VAL TURBO SKYLANE RG COL cert VAL 3A13,COL code VAL C82T,0,0.89582388153294,1,CESSNA TR182,C82T,doc8643_code
COL make VAL SIKORSKY COL model VAL CH54 COL name VAL SKYCRANE COL cert VAL H18NM,COL mfr VAL SIKORSKY COL model VAL HO4S,1,0.9972454994112687,0,SIKORSKY CH54,S55P HO4S,doc8643_description
COL make VAL BEECH COL model VAL AT7 COL name VAL NAVIGATOR COL cert VAL A-757,COL mfr VAL BEECH COL model VAL AT-11,1,0.9997969421873328,0,BEECH AT7,BE-18-AT11,reg
COL make VAL ATR COL model VAL ATR72 COL name VAL 500 VERSION COL cert VAL EASA.A.084,COL code VAL H500,1,0.969849848576684,0,ATR ATR72,H500,doc8643_code
COL make VAL BEECH COL model VAL 65 COL name VAL QUEEN AIR COL cert VAL 3A20,COL mfr VAL BEECH COL model VAL T-44 Pegasus,1,0.9998461600942635,0,BEECH 65,BE9L T-44 Pegasus,doc8643_description
COL make VAL GROB COL model VAL G520 COL name VAL EGRETT COL cert VAL 2066,COL mfr VAL BURKHART GROB LUFT-UND COL model VAL GROB G115C2,0,0.9999952411594722,1,GROB G520,GROB-G520-T,reg
COL make VAL WACO COL model VAL UEC COL cert VAL ATC 467,COL mfr VAL WACO COL model VAL CUC,0,0.7275179704904124,1,WACO UEC,WACC CUC,doc8643_description
COL make VAL ROBINSON COL model VAL R22 COL cert VAL H10WE,COL mfr VAL AERO ELI COL model VAL Yo-Yo,0,0.9999959345380941,1,ROBINSON R22,R22 Yo-Yo,doc8643_description
COL make VAL CHAMPION COL model VAL 7GC COL name VAL SKYTRAC COL cert VAL A-759,COL mfr VAL CHAMPION COL model VAL 7GCBC,1,0.9992503491026483,0,CHAMPION 7GC,BL-7-GCBC,reg
COL make VAL SIKORSKY COL model VAL S62 COL name VAL SEA GUARD COL cert VAL 1H13,COL mfr VAL SIKORSKY AIRCRAFT CORP COL model VAL S-76D,1,0.9996027776078151,0,SIKORSKY S62,S-76D,reg
COL make VAL CONSOLIDATED VULTEE COL model VAL SNV COL name VAL VALIANT COL cert VAL A-2-571,COL code VAL VALI,0,0.9999841183929049,1,CONSOLIDATED VULTEE SNV,VALI,doc8643_code
COL make VAL TAYLORCRAFT COL model VAL BLS COL cert VAL A-700,COL make VAL TCRAFK COL model VAL BL COL series VAL BL COL cert VAL A700,1,0.999983291369425,0,TAYLORCRAFT BLS,TCRAFK-BL-BL,faa
COL make VAL STINSON COL model VAL A COL name VAL TRIMOTOR COL cert VAL ATC 556,COL code VAL TRMA,0,0.9988671734051849,1,STINSON A,TRMA,doc8643_code
COL make VAL WACO COL model VAL YQC COL cert VAL TC 598,COL mfr VAL WACO COL model VAL YPF-6,0,0.9999955352804779,1,WACO YQC,WACO-YPF-6,reg
"COL make VAL CESSNA COL model VAL TU206 COL name VAL TURBO SKYWAGON, TURBO STATIONAIR, TURBO STATIONAIR 6 COL cert VAL A4CE",COL mfr VAL CESSNA COL model VAL T206 Stationair TC COL code VAL T206,0,0.9205682450049539,1,CESSNA TU206,T206 T206 Stationair TC,doc8643_description
COL make VAL HUGHES COL model VAL 369 COL name VAL 500D 500E 500 500C COL cert VAL H3WE,COL make VAL HU COL model VAL 369 COL series VAL OH6A COL cert VAL H3WE,0,0.9589149253839959,1,HUGHES 369,HU-369-OH6A,faa
COL make VAL PIPER COL model VAL F2 COL name VAL CUB COL cert VAL ATC 525,COL mfr VAL WAGAERO COL model VAL Cuby Sport Trainer,1,0.9999874667236008,0,PIPER F2,J3 Cuby Sport Trainer,doc8643_description
COL make VAL BOEING COL model VAL 747 COL cert VAL A20WE,COL mfr VAL BOEING COL model VAL VC-25B COL code VAL B748,0,0.9860559089380132,1,BOEING 747,B748 VC-25B,doc8643_description
COL make VAL GLASFLUGEL COL model VAL CLUB LIBELLE COL cert VAL EASA.A.241,COL make VAL GLASFL COL model VAL 205 COL series VAL LIBELLE COL name VAL CLUB LIBELLE COL cert VAL G12EU,0,0.7642956458680585,1,GLASFLUGEL CLUB LIBELLE,GLASFL-205-LIBELLE,faa
COL make VAL DOUGLAS COL model VAL C47 COL name VAL SKYTRAIN COL cert VAL A-669,COL mfr VAL DOUGLAS COL model VAL DC3C-S4C4G,0,0.9999953341734767,1,DOUGLAS C47,DC-3-CS4C4G,reg
"COL make VAL PIPER COL model VAL PA31T COL name VAL CHEYENNE, CHEYENNE IIXL COL cert VAL A8EA",COL mfr VAL CHANGHE COL model VAL Z-11,1,0.43443746036619535,0,PIPER PA31T,AS50 Z-11,doc8643_description
COL make VAL SCHLEICHER COL model VAL ASW28 COL cert VAL EASA.A.017,COL mfr VAL SCHLEICHER COL model VAL ASW-27,0,0.9998818200376355,1,SCHLEICHER ASW28,SCHLER-ASW28-ASW28,reg
COL make VAL CESSNA COL model VAL 172 COL name VAL SKYHAWK SKYHAWK SP CUTLASS COL cert VAL 3A12,COL mfr VAL CESSNA COL model VAL 172RG,1,0.9995153403662085,0,CESSNA 172,CE-172-RG,reg
COL make VAL AGUSTA COL model VAL AW119 COL name VAL KOALA COL cert VAL EASA.R.005,COL mfr VAL AGUSTA SPA COL model VAL A119,0,0.9999705729429132,1,AGUSTA AW119,AGUSTA-A119-A119,reg
COL make VAL AERONCA COL model VAL L16 COL name VAL CHAMPION COL cert VAL A-759,COL mfr VAL AERONCA COL model VAL 7EC,1,0.6258764398596456,0,AERONCA L16,BL-7-EC,reg
COL make VAL BEECH COL model VAL 60 COL name VAL DUKE COL cert VAL A12CE,COL mfr VAL BEECH COL model VAL B-60,0,0.9998282181080392,1,BEECH 60,BE-60-B60,reg
COL make VAL MOONEY COL model VAL M20S COL name VAL EAGLE COL cert VAL 2A3,COL make VAL MOONEY COL model VAL 20 COL series VAL S COL cert VAL 2A3,0,0.9593735126038034,1,MOONEY M20S,MOONEY-20-S,faa
COL make VAL CONVAIR COL model VAL 640 COL cert VAL NOT IDENTIFIED,COL make VAL CV COL model VAL 640 COL series VAL 340DSTC COL cert VAL 1096WE,0,0.9999945259645983,1,CONVAIR 640,CV-640-340DSTC,faa
"COL make VAL PIPER COL model VAL PA31P COL name VAL PRESSURIZED NAVAJO, MOJAVE COL cert VAL A8EA",COL mfr VAL EMBRAER COL model VAL EMB-710 Carioca,1,0.9037312673047035,0,PIPER PA31P,P28B EMB-710 Carioca,doc8643_description
COL make VAL AIR TRACTOR COL model VAL AT400 COL cert VAL A9SW,COL mfr VAL AIR TRACTOR COL model VAL AT-402 COL code VAL AT3T,0,0.9772865829900572,1,AIR TRACTOR AT400,AT3T AT-402,doc8643_description
COL make VAL BRITTEN NORMAN COL model VAL BN2B COL name VAL ISLANDER II COL cert VAL UK.TC.A.00042,COL mfr VAL BRITTEN-NORMAN COL model VAL BN-2B-26,1,0.9998803212218257,0,BRITTEN NORMAN BN2B,BN-2-B26,reg
"COL make VAL STINSON COL model VAL 10 COL name VAL VOYAGER COL cert VAL A-709, A-738",COL mfr VAL STINSON COL model VAL HW-80,0,0.9576168987372603,1,STINSON 10,S10 HW-80,doc8643_description
COL make VAL DOUGLAS COL model VAL DC3A COL cert VAL A-669,COL make VAL DC COL model VAL 3 COL series VAL AS4C4G COL cert VAL A669,0,0.9956267654996549,1,DOUGLAS DC3A,DC-3-AS4C4G,faa
COL make VAL TRAVEL AIR COL model VAL TRAVEL AIR A14 COL cert VAL ATC 442,COL mfr VAL CURTISS WRIGHT COL model VAL TRAVEL AIR A-14-D,0,0.9999962024064974,1,TRAVEL AIR TRAVEL AIR A14,CURTIS-TRVAIR-A14D,reg
COL make VAL LOCKHEED COL model VAL PV1 COL name VAL VENTURA COL cert VAL LTC AL-13,COL make VAL P COL model VAL V1 COL series VAL B34 COL cert VAL AL13,1,0.999972867921607,0,LOCKHEED PV1,P-V1-B34,faa
COL make VAL FAIRCHILD HILLER COL model VAL FH227 COL cert VAL 7A1,COL mfr VAL TAYLORCRAFT (1) COL model VAL F-21,1,0.6923102456582869,0,FAIRCHILD HILLER FH227,TF21 F-21,doc8643_description
COL make VAL GROB COL model VAL G120A COL cert VAL EASA.A.075,COL mfr VAL BURKHART GROB COL model VAL G-103A TWIN II ACRO,1,0.6130959599888757,0,GROB G120A,GROB-G103-A,reg
COL make VAL WACO COL model VAL CJC COL cert VAL ATC 538,COL mfr VAL WACO COL model VAL QDC,1,0.9999815256868401,0,WACO CJC,WACO-Q-DC,reg
COL make VAL BEECH COL model VAL 60 COL name VAL DUKE COL cert VAL A12CE,COL mfr VAL BEECH COL model VAL A60,0,0.9999849459573515,1,BEECH 60,BE-60-A60,reg
"COL make VAL CESSNA COL model VAL TU206 COL name VAL TURBO SKYWAGON, TURBO STATIONAIR, TURBO STATIONAIR 6 COL cert VAL A4CE",COL mfr VAL CESSNA COL model VAL T206 Stationair TC,0,0.8049876908584775,1,CESSNA TU206,T206 T206 Stationair TC,doc8643_description
COL make VAL BEECH COL model VAL C12 COL name VAL HURON SUPER KING AIR COL cert VAL A24CE,COL mfr VAL BEECH COL model VAL 200C,0,0.9239828589716704,1,BEECH C12,BE-200-C12D,reg
COL make VAL PZL OKECIE COL model VAL PZL104 COL name VAL WILGA 80 COL cert VAL EASA.A.061,COL mfr VAL AGUSTA COL model VAL Hkp11,1,0.9794663026441767,0,PZL OKECIE PZL104,B412 Hkp11,doc8643_description
COL make VAL AERO VODOCHODY COL model VAL L39,COL mfr VAL AERO (2) COL model VAL L-139 Albatros,0,0.9999769879507259,1,AERO VODOCHODY L39,L39 L-139 Albatros,doc8643_description
COL make VAL AIR TRACTOR COL model VAL AT400 COL cert VAL A9SW,COL mfr VAL AIR TRACTOR COL model VAL AT-302 COL code VAL AT3T,0,0.9999162025287347,1,AIR TRACTOR AT400,AT3T AT-302,doc8643_description
COL make VAL SPARTAN COL model VAL 7W COL name VAL EXECUTIVE COL cert VAL TC 628,COL code VAL SP7,0,0.9997966672664302,1,SPARTAN 7W,SP7,doc8643_code
COL make VAL CHAMPION COL model VAL 7GCBC COL name VAL CITABRIA SCOUT COL cert VAL A-759,COL make VAL CHAMP COL model VAL 7 COL series VAL GCBC COL name VAL CITABRIA COL cert VAL A759,1,0.9999860161998404,0,CHAMPION 7GCBC,CHAMP-7-GCBC,faa
COL make VAL GULFSTREAM COL model VAL GVI COL cert VAL T00015AT,COL mfr VAL GULFSTREAM AEROSPACE COL model VAL G-6 Gulfstream G650 COL code VAL GLF6,0,0.9494559239738657,1,GULFSTREAM GVI,GLF6 G-6 Gulfstream G650,doc8643_description
COL make VAL MONOCOUPE COL model VAL 90A COL name VAL MONOCOUPE 90 COL cert VAL A-306,COL make VAL EAA COL model VAL 90 COL series VAL A COL cert VAL A306,0,0.9999886584507585,1,MONOCOUPE 90A,EAA-90-A,faa
COL make VAL BELLANCA COL model VAL CH400 COL name VAL SKYROCKET COL cert VAL ATC 319,COL mfr VAL BELLANCA COL model VAL CH300 PACEMAKER,1,0.5974200617228169,0,BELLANCA CH400,BL-PACMKR-CH300,reg
COL make VAL MAULE COL model VAL M7 COL name VAL ORION COL cert VAL 3A23,COL mfr VAL MAULE COL model VAL MXT-7-180,1,0.9999500850895351,0,MAULE M7,MXT-7-180,reg
COL make VAL KAMAN COL model VAL K600 COL cert VAL AR-27,COL make VAL K COL model VAL 600 COL series VAL 600 COL cert VAL AR27,0,0.9904728223589633,1,KAMAN K600,K-600-600,faa
"COL make VAL CESSNA COL model VAL 210 COL name VAL 205, 205A COL cert VAL 3A21",COL code VAL C25B,1,0.9117495356040665,0,CESSNA 210,C25B,doc8643_code
COL make VAL SIKORSKY COL model VAL S58 COL cert VAL 1H11,COL mfr VAL SIKORSKY COL model VAL CH-34 Chocktaw,0,0.9730343107096183,1,SIKORSKY S58,S58P CH-34 Chocktaw,doc8643_description
COL make VAL BEECH COL model VAL T34 COL name VAL TURBINE MENTOR COL cert VAL A26CE,COL mfr VAL FUJI COL model VAL T-3Kai,0,0.9999963057188497,1,BEECH T34,T34T T-3Kai,doc8643_description
COL make VAL CHAMPION COL model VAL 7GCBC COL name VAL CITABRIA EXPLORER COL cert VAL A-759,COL mfr VAL CHAMPION COL model VAL 7GCB,1,0.7237682618708696,0,CHAMPION 7GCBC,CHAMP-7-GCBC,reg
COL make VAL NORD COL model VAL 262 COL cert VAL 31,COL mfr VAL AEROSPATIALE COL model VAL Mohawk 298,0,0.9999953947856031,1,NORD 262,N262 Mohawk 298,doc8643_description
COL make VAL CESSNA COL model VAL F182 COL name VAL SKYLANE COL cert VAL A42EU,COL mfr VAL CESSNA COL model VAL 182M,1,0.4925357172930822,0,CESSNA F182,CE-182-M,reg
COL make VAL CALLAIR COL model VAL S1A COL cert VAL A-737,COL mfr VAL INTERSTATE COL model VAL L-6 Cadet,0,0.9997303208818068,1,CALLAIR S1A,S1 L-6 Cadet,doc8643_description
"COL make VAL IAI COL model VAL 1124 COL name VAL WESTWIND I, WESTWIND II COL cert VAL A2IL",COL code VAL WW24,0,0.9999964042031094,1,IAI 1124,WW24,doc8643_code
COL make VAL BOMBARDIER COL model VAL BD500 COL name VAL CS300 COL cert VAL A-236,COL mfr VAL AIRBUS COL model VAL A-220-300 COL code VAL BCS3,0,0.9012515977558659,1,BOMBARDIER BD500,BCS3 A-220-300,doc8643_description
COL make VAL BEECH COL model VAL 100 COL name VAL KING AIR COL cert VAL A14CE,COL code VAL RF10,1,0.9137797041620931,0,BEECH 100,RF10,doc8643_code
COL make VAL LOCKHEED COL model VAL 49 COL name VAL CONSTELLATION COL cert VAL A-763,COL make VAL L COL model VAL 49 COL series VAL 14946 COL cert VAL A763,1,0.9999728879539808,0,LOCKHEED 49,L-49-14946,faa
COL make VAL VARGA COL model VAL 2180 COL name VAL KACHINA COL cert VAL 4A19,COL code VAL MON2,0,0.9999962072184349,1,VARGA 2180,MON2,doc8643_code
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65,0,0.9979588224903791,1,PORTERFIELD LP65,CP-65-LP65,reg
COL make VAL GRUMMAN COL model VAL GA7 COL name VAL COUGAR COL cert VAL A17SO,COL mfr VAL GRUMMAN COL model VAL G-73,1,0.9873170245060334,0,GRUMMAN GA7,GA-73-73,reg
COL make VAL AVIAT COL model VAL A1 COL name VAL HUSKY COL cert VAL A22NM,COL code VAL HUSK,0,0.99999381770876,1,AVIAT A1,HUSK,doc8643_code
COL make VAL AERONCA COL model VAL 65TL COL name VAL TANDEM COL cert VAL A-728,COL make VAL AR COL model VAL 65 COL series VAL TAL COL cert VAL A728,1,0.9998356150526923,0,AERONCA 65TL,AR-65-TAL,faa
"COL make VAL PIPER COL model VAL PA32RT COL name VAL LANCE II, TURBO LANCE II COL cert VAL A3SO",COL mfr VAL NEIVA COL model VAL EMB-720 Minuano COL code VAL PA32,1,0.9985823308180829,0,PIPER PA32RT,PA32 EMB-720 Minuano,doc8643_description
COL make VAL AEROSPATIALE COL model VAL SA365 COL name VAL DAUPHIN 2 COL cert VAL NOT CERTIFICATED EASA.R.105,COL make VAL AS COL model VAL 365 COL series VAL N2 COL name VAL DAUPHIN COL cert VAL H10EU,1,0.5494100148863045,0,AEROSPATIALE SA365,AS-365-N2,faa
COL make VAL CESSNA COL model VAL C145 COL name VAL AIRMASTER COL cert VAL A-701,COL make VAL CE COL model VAL 145 COL series VAL 145 COL cert VAL A701,0,0.7464834053845655,1,CESSNA C145,CE-145-145,faa
COL make VAL LUSCOMBE COL model VAL T8 COL name VAL LUSCOMBE OBSERVER COL cert VAL A-694,COL mfr VAL RENAISSANCE (2) COL model VAL 8,0,0.9949932040896015,1,LUSCOMBE T8,L8 8,doc8643_description
"COL make VAL STINSON COL model VAL 10 COL name VAL VOYAGER COL cert VAL A-709, A-738",COL mfr VAL STINSON COL model VAL HW-75,0,0.987942037619101,1,STINSON 10,S10 HW-75,doc8643_description
COL make VAL SOUTHWEST FLORIDA COL model VAL SW204 COL cert VAL H6SO,COL mfr VAL BELL COL model VAL CUH-1H,0,0.7446255516823279,1,SOUTHWEST FLORIDA SW204,UH1 CUH-1H,doc8643_description
COL make VAL PILATUS COL model VAL PC6 COL name VAL TURBO PORTER COL cert VAL F56-10,COL mfr VAL FAIRCHILD HILLER COL model VAL AU-23 Peacemaker,0,0.9999962884168936,1,PILATUS PC6,PC6T AU-23 Peacemaker,doc8643_description
"COL make VAL MORANE SAULNIER COL model VAL MS760 COL name VAL PARIS IA, PARIS II COL cert VAL 3",COL code VAL MS76,0,0.9800841832905655,1,MORANE SAULNIER MS760,MS76,doc8643_code
COL make VAL COMMANDER COL model VAL 114 COL name VAL COMMANDER 115TC COL cert VAL A12SO,COL mfr VAL AERO COMMANDER COL model VAL B-1 Ag Commander,1,0.99972309597583,0,COMMANDER 114,CLB1 B-1 Ag Commander,doc8643_description
COL make VAL CESSNA COL model VAL A185 COL name VAL SKYWAGON COL cert VAL 3A24,COL mfr VAL CESSNA COL model VAL 185A,1,0.9995885094310097,0,CESSNA A185,CE-185-A,reg
COL make VAL ZLIN COL model VAL Z143 COL cert VAL EASA.A.028,COL mfr VAL MORAVAN COL model VAL Zlin Z-142,1,0.7873900409393252,0,ZLIN Z143,Z42 Zlin Z-142,doc8643_description
COL make VAL EUROCOPTER COL model VAL EC155 COL cert VAL EASA.R.105,COL mfr VAL KOREA AEROSPACE COL model VAL LCH,0,0.9999963362485004,1,EUROCOPTER EC155,EC55 LCH,doc8643_description
COL make VAL SIKORSKY COL model VAL S61 COL cert VAL 1H15 H2EA H8EA,COL mfr VAL SIKORSKY COL model VAL S-65C3,0,0.9999958466575273,1,SIKORSKY S61,SK-61-NM,reg
COL make VAL EUROCOPTER COL model VAL EC155 COL cert VAL EASA.R.105,COL code VAL E55P,1,0.5748016864516678,0,EUROCOPTER EC155,E55P,doc8643_code
COL make VAL LANCAIR COL model VAL LC42 COL name VAL COLUMBIA 350 COL cert VAL A00003SE,COL code VAL COL3,0,0.9919272937682679,1,LANCAIR LC42,COL3,doc8643_code
COL make VAL DIAMOND COL model VAL H36 COL name VAL DIMONA COL cert VAL EASA.A.065,COL mfr VAL DIAMOND COL model VAL HK-36 Katana Xtreme,0,0.994311522007563,1,DIAMOND H36,DIMO HK-36 Katana Xtreme,doc8643_description
COL make VAL BELL COL model VAL 205 COL cert VAL H1SW,COL mfr VAL BELL COL model VAL CUH-1H,0,0.7063523757464236,1,BELL 205,UH1 CUH-1H,doc8643_description
COL make VAL WACO COL model VAL CSO COL cert VAL ATC 240,COL mfr VAL WACO COL model VAL GXE,1,0.9998671855880906,0,WACO CSO,WACO-GXE-GXE,reg
COL make VAL BEECH COL model VAL 24 COL name VAL SIERRA MUSKETEER SUPER R MUSKETEER SUPER III SUPER SIERRA 200 COL cert VAL A1CE,COL mfr VAL BEECH COL model VAL C23,1,0.9980378352505441,0,BEECH 24,BE-23-C23,reg
COL make VAL TECNAM COL model VAL P MENTOR COL cert VAL EASA.A.006,COL make VAL CATS COL model VAL TECNAM COL series VAL PMENTOR COL cert VAL A00067IB,0,0.9999948930721768,1,TECNAM P MENTOR,CATS-TECNAM-PMENTOR,faa
COL make VAL CALLAIR COL model VAL A COL cert VAL A-758,COL make VAL CALAIR COL model VAL A COL series VAL A COL cert VAL A758,0,0.9972918603119975,1,CALLAIR A,CALAIR-A-A,faa
COL make VAL BOEING COL model VAL 737 COL cert VAL A16WE,COL mfr VAL BOEING COL model VAL VC-25A COL code VAL B742,1,0.9996004708951136,0,BOEING 737,B742 VC-25A,doc8643_description
COL make VAL EMBRAER COL model VAL ERJ170 COL name VAL SHORT WING VERSION COL cert VAL EA-2003T05,COL mfr VAL CESSNA COL model VAL 172 Cutlass,1,0.999969279207247,0,EMBRAER ERJ170,C172 172 Cutlass,doc8643_description
COL make VAL EMBRAER COL model VAL EMB550 COL name VAL LEGACY 500 COL cert VAL EA-2014T04,COL mfr VAL EMBRAER-EMPRESA BRASILEIRA DE COL model VAL EMB-505,1,0.9371603972831745,0,EMBRAER EMB550,EMB-505-505,reg
COL make VAL PIPER COL model VAL PA31 COL name VAL CHIEFTAIN NAVAJO NAVAJO C/R COL cert VAL A20SO,COL mfr VAL PIPER COL model VAL PA 31P 350,1,0.9985590187050116,0,PIPER PA31,PA-31P-350,reg
COL make VAL SHINN COL model VAL 2150 COL name VAL KACHINA COL cert VAL 4A19,COL code VAL MOR2,0,0.9998687514312949,1,SHINN 2150,MOR2,doc8643_code
COL make VAL GROB COL model VAL G103 COL cert VAL EASA.A.250,COL make VAL GROB COL model VAL G103 COL series VAL TWINASTIR COL name VAL TWIN ASTIR COL cert VAL G39EU,0,0.7063634715221223,1,GROB G103,GROB-G103-TWINASTIR,faa
COL make VAL CHAMPION COL model VAL 7KC COL name VAL CITABRIA COL cert VAL A-759,COL make VAL BL COL model VAL 7 COL series VAL KC COL cert VAL A759,0,0.9589398800207328,1,CHAMPION 7KC,BL-7-KC,faa
COL make VAL CESSNA COL model VAL 525 COL name VAL CITATIONJET COL cert VAL A1WI,COL code VAL L5,1,0.6276736843732802,0,CESSNA 525,L5,doc8643_code
COL make VAL CHAMPION COL model VAL 7GCBA COL name VAL CHALLENGER COL cert VAL A-759,COL mfr VAL CHAMPION COL model VAL 7GCAA,0,0.664077345960553,1,CHAMPION 7GCBA,CH7B 7GCAA,doc8643_description
COL make VAL SCHLEICHER COL model VAL KA2 COL name VAL RHONSCHWALBE COL cert VAL 140/SP,COL make VAL SCHLER COL model VAL K COL series VAL A2B COL cert VAL 7G3,0,0.9999953455107585,1,SCHLEICHER KA2,SCHLER-K-A2B,faa
COL make VAL BOMBARDIER COL model VAL BD700 COL name VAL GLOBAL EXPRESS COL cert VAL A-177,COL make VAL CL COL model VAL 700 COL series VAL 1A10 COL cert VAL T00003NY,0,0.9999892341968983,1,BOMBARDIER BD700,CL-700-1A10,faa
COL make VAL SOUTHWEST FLORIDA COL model VAL SW204 COL cert VAL H6SO,COL make VAL SW204 COL model VAL UH1B COL series VAL UH1B COL name VAL UH1B COL cert VAL H6SO,0,0.7917493865964104,1,SOUTHWEST FLORIDA SW204,SW204-UH1B-UH1B,faa
COL make VAL STINSON COL model VAL HW75 COL name VAL VOYAGER COL cert VAL A-709,COL code VAL C550,1,0.6638974401675339,0,STINSON HW75,C550,doc8643_code
COL make VAL BEECH COL model VAL BH125 COL cert VAL A3EU,COL mfr VAL RAYTHEON COL model VAL IU-93,1,0.8330013155150853,0,BEECH BH125,H25B IU-93,doc8643_description
COL make VAL GULFSTREAM COL model VAL GULFSTREAM 200 COL cert VAL A6IL,COL code VAL GALX,0,0.9998479378295304,1,GULFSTREAM GULFSTREAM 200,GALX,doc8643_code
COL make VAL CHAMPION COL model VAL 7HC COL name VAL DX COL cert VAL A-759,COL make VAL BL COL model VAL 7 COL series VAL HC COL cert VAL A759,0,0.9998271520248734,1,CHAMPION 7HC,BL-7-HC,faa
COL make VAL AMC COL model VAL TEXAS BULLET 205 COL cert VAL 4A2,COL code VAL TB05,0,0.9999961069587262,1,AMC TEXAS BULLET 205,TB05,doc8643_code
COL make VAL CHAMPION COL model VAL 7GC COL name VAL SKYTRAC COL cert VAL A-759,COL mfr VAL CHAMPION COL model VAL 7HC,1,0.42786209352536986,0,CHAMPION 7GC,BL-7-HC,reg
