left_id,right_id,left,right,label
BEECH AT11,CAMAIR 480,COL make VAL BEECH COL model VAL AT11 COL series VAL AT11 COL name VAL KANSAN COL cert VAL A-2-582 COL code VAL BE18,COL make VAL CAMAIR COL model VAL 480 COL series VAL 480 COL cert VAL 2A2,0
AERONCA S11CC,DC 6,COL make VAL AERONCA COL model VAL S11CC COL series VAL S11CC COL name VAL SUPER CHIEF COL cert VAL A-796 COL code VAL AR11,COL make VAL DC COL model VAL 6 COL series VAL C118A COL cert VAL 6A3,0
WING D1,CE 120,COL make VAL WING COL model VAL D1 COL series VAL D1 COL name VAL DERRINGER COL cert VAL A9WE COL code VAL D1,COL make VAL CE COL model VAL 120 COL series VAL 120 COL cert VAL A768,0
WACO DSO,BE 18,COL make VAL WACO COL model VAL DSO COL series VAL DSO COL cert VAL ATC 42 COL code VAL WACO,COL make VAL BE COL model VAL 18 COL series VAL 3TM COL name VAL TWIN BEECH COL cert VAL A765,0
DOUGLAS DC8,DC 8,COL make VAL DOUGLAS COL model VAL DC8 COL series VAL 73F 61 62 62F 63 63F 71 71F 72 73 COL name VAL SUPER 70 SUPER 60 COL cert VAL 4A25 COL code VAL DC87/DC86,COL make VAL DC COL model VAL 8 COL series VAL 73F 61 62 62F 63 63F 71 71F 72 73 COL cert VAL 4A25,1
BOEING 787,SD 3,COL make VAL BOEING COL model VAL 787 COL series VAL 9 8 10 COL name VAL DREAMLINER COL cert VAL T00021SE COL code VAL B789/B788/B78X,COL make VAL SD COL model VAL 3 COL series VAL 30 COL cert VAL A41EU,0
BEECH 55,PA 20,COL make VAL BEECH COL model VAL 55 COL series VAL 95B55 95A55 95C55 95 55 95B55B COL name VAL BARON COL cert VAL 3A16 COL code VAL BE55,COL make VAL PA COL model VAL 20 COL series VAL 115 135 20 COL name VAL PACER COL cert VAL 1A4,0
CAMAIR 480,KAMAN K,COL make VAL CAMAIR COL model VAL 480 COL series VAL 480 COL name VAL TWIN NAVION COL cert VAL 2A2 COL code VAL TNAV,COL make VAL KAMAN COL model VAL K COL series VAL 1200 COL cert VAL TR780,0
WACO UBF,DC B23,COL make VAL WACO COL model VAL UBF COL series VAL UBF COL cert VAL ATC 473 COL code VAL WACF,COL make VAL DC COL model VAL B23 COL series VAL B23 COL cert VAL 2576,0
CESSNA F337,REIMS F337,COL make VAL CESSNA COL model VAL F337 COL series VAL F G H COL name VAL SKYMASTER COL cert VAL A23EU COL code VAL C337,COL make VAL REIMS COL model VAL F337 COL series VAL F G H COL cert VAL A23EU,1
IAI GALAXY,IA GALAXY,COL make VAL IAI COL model VAL GALAXY COL series VAL GALAXY COL cert VAL A6IL COL code VAL GALX,COL make VAL IA COL model VAL GALAXY COL series VAL GALAXY COL cert VAL A53NM,1
NORTH AMERICAN BC1,FRCHLD M62,COL make VAL NORTH AMERICAN COL model VAL BC1 COL series VAL BC1 COL cert VAL A-2-575 COL code VAL T6,COL make VAL FRCHLD COL model VAL M62 COL series VAL M62A M62A3 COL cert VAL A724,0
BEECH 18,ST 3,COL make VAL BEECH COL model VAL 18 COL series VAL S E18S9700 A B18S C18S D D18C D18CT D18S COL name VAL SUPER 18 COL cert VAL TC 710 A-765 TC 630 A-757 A-684 TC 770 COL code VAL BE18,COL make VAL ST COL model VAL 3 COL series VAL KR COL cert VAL A749,0
BAE BAE146,BAE 146,COL make VAL BAE COL model VAL BAE146 COL series VAL 100A 200A 300A COL cert VAL EASA.A.182 COL code VAL B461/B462/B463,COL make VAL BAE COL model VAL 146 COL series VAL 100A 200A 300A COL cert VAL A49EU,1
AERONCA 7DC,BC 1,COL make VAL AERONCA COL model VAL 7DC COL series VAL 7DC COL name VAL CHAMPION COL cert VAL A-759 COL code VAL CH7A,COL make VAL BC COL model VAL 1 COL series VAL 1 COL cert VAL L222,0
ZLIN Z143,BE 23,COL make VAL ZLIN COL model VAL Z143 COL series VAL L COL cert VAL EASA.A.028 COL code VAL Z43,COL make VAL BE COL model VAL 23 COL series VAL C23 23 A23 A23A B23 COL name VAL MUSKETEER II MUSKETEER COL cert VAL A1CE,0
ERICKSON AIR CRANE S64,CVAC B24,COL make VAL ERICKSON AIR CRANE COL model VAL S64 COL series VAL E F COL name VAL SKYCRANE COL cert VAL H6EA COL code VAL S64,COL make VAL CVAC COL model VAL B24 COL series VAL B24J COL name VAL LIBERATOR COL cert VAL EXPA2M,0
STINSON SR8,DC 4,COL make VAL STINSON COL model VAL SR8 COL series VAL A B C D E COL name VAL RELIANT COL cert VAL ATC 608 ATC 609 COL code VAL RELI,COL make VAL DC COL model VAL 4 COL series VAL 4 COL cert VAL A762,0
TAYLORCRAFT BL12,BT 13,COL make VAL TAYLORCRAFT COL model VAL BL12 COL series VAL 65 COL name VAL DELUXE COL cert VAL A-700 COL code VAL TAYB,COL make VAL BT COL model VAL 13 COL series VAL B (SNV2) SNV1 COL cert VAL A2571,0
TRAVEL AIR TRAVEL AIR D4,CE 337,COL make VAL TRAVEL AIR COL model VAL TRAVEL AIR D4 COL series VAL D COL cert VAL TC 2-178 COL code VAL TVL4,COL make VAL CE COL model VAL 337 COL series VAL M337B COL cert VAL A6CE,0
FUJI FA200,GROB G115,COL make VAL FUJI COL model VAL FA200 COL series VAL 160 180 COL name VAL AERO SUBARU COL cert VAL NOT IDENTIFIED COL code VAL SUBA,COL make VAL GROB COL model VAL G115 COL series VAL C C2 D COL cert VAL A57EU,0
RAYTHEON 390,FLEET 10,COL make VAL RAYTHEON COL model VAL 390 COL series VAL 390 COL name VAL PREMIER I COL cert VAL A00010WI COL code VAL PRM1,COL make VAL FLEET COL model VAL 10 COL series VAL 10 COL cert VAL ATC374,0
CESSNA A152,AS 350B,COL make VAL CESSNA COL model VAL A152 COL series VAL A152 COL name VAL AEROBAT COL cert VAL 3A19 COL code VAL C152,COL make VAL AS COL model VAL 350B COL series VAL 350B COL name VAL ECUREUIL COL cert VAL H9EU,0
WACO ASO,AL 60,COL make VAL WACO COL model VAL ASO COL series VAL ASO COL cert VAL ATC 41 COL code VAL WACO,COL make VAL AL COL model VAL 60 COL series VAL 60 F5 COL cert VAL 7A12,0
STEARMAN E75,BE 55,COL make VAL STEARMAN COL model VAL E75 COL series VAL E75 COL name VAL KAYDET COL cert VAL A-743 COL code VAL ST75,COL make VAL BE COL model VAL 55 COL series VAL T42A COL name VAL BARON COL cert VAL 3A16,0
WACO YOC,BUEHN HU16,COL make VAL WACO COL model VAL YOC COL series VAL 1 YOC COL cert VAL ATC 569 COL code VAL WACC,COL make VAL BUEHN COL model VAL HU16 COL series VAL C COL cert VAL A23NM,0
DASSAULT MYSTERE FALCON 50,PRTFLD 65,COL make VAL DASSAULT COL model VAL MYSTERE FALCON 50 COL series VAL MYSTERE FALCON 50 COL cert VAL EASA.A.062 COL code VAL FA50,COL make VAL PRTFLD COL model VAL 65 COL series VAL LP65 COL cert VAL A720,0
LOCKHEED 382,B 17,COL make VAL LOCKHEED COL model VAL 382 COL series VAL G 382 J B E F COL name VAL L100 30 HERCULES HERCULES II L100 L100 20 COL cert VAL A1SO COL code VAL C130,COL make VAL B COL model VAL 17 COL series VAL F G COL cert VAL L13,0
FUNK B85C,DC 3,COL make VAL FUNK COL model VAL B85C COL series VAL B85C COL name VAL CUSTOMAIRE COL cert VAL A-715 COL code VAL FNKB,COL make VAL DC COL model VAL 3 COL series VAL C47 C47A C47B CS4C4G COL cert VAL A669,0
CESSNA 195,STRMAN 4,COL make VAL CESSNA COL model VAL 195 COL series VAL 195 A B COL name VAL BUSINESSLINER COL cert VAL A-790 COL code VAL C195,COL make VAL STRMAN COL model VAL 4 COL series VAL C D E COL cert VAL 2155 ATC305 ATC292,0
TAYLORCRAFT F22,YS 11A,COL make VAL TAYLORCRAFT COL model VAL F22 COL series VAL F22 A B C COL cert VAL 1A9 COL code VAL TF22,COL make VAL YS COL model VAL 11A COL series VAL 200 500 600 COL cert VAL A1PC AIPC,0
DOUGLAS C53,RAYTHN 390,COL make VAL DOUGLAS COL model VAL C53 COL series VAL C53 B D COL name VAL SKYTROOPER COL cert VAL A-669 COL code VAL DC3,COL make VAL RAYTHN COL model VAL 390 COL series VAL 390 COL name VAL PREMIER I COL cert VAL A00010WI,0
FOKKER F27,F 27,COL make VAL FOKKER COL model VAL F27 COL series VAL 100 200 400 500 600 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036 COL code VAL F27,COL make VAL F COL model VAL 27 COL series VAL MK100 MK200 MK400 MK500 MK600 COL name VAL FRIENDSHIP COL cert VAL A817,1
CESSNA P210,HU 269,COL make VAL CESSNA COL model VAL P210 COL series VAL N R COL name VAL PRESSURIZED CENTURION COL cert VAL 3A21 COL code VAL P210,COL make VAL HU COL model VAL 269 COL series VAL A A1 A2 COL cert VAL 4H12,0
PORTERFIELD LP65,PRTFLD 65,COL make VAL PORTERFIELD COL model VAL LP65 COL series VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720 COL code VAL CP65,COL make VAL PRTFLD COL model VAL 65 COL series VAL LP65 COL cert VAL A720,1
BEECH 35,COMWTH 6000,COL make VAL BEECH COL model VAL 35 COL series VAL C35 35 A35 B35 D35 E35 F35 G35 H35 J35 K35 M35 N35 P35 R S35 V35 V35A V35B COL name VAL BONANZA COL cert VAL A-777 3A15 COL code VAL BE35,COL make VAL COMWTH COL model VAL 6000 COL series VAL M COL cert VAL 661,0
AEROSTAR M20C,GA 280,COL make VAL AEROSTAR COL model VAL M20C COL series VAL M20C COL name VAL RANGER COL cert VAL 2A3 COL code VAL M20P,COL make VAL GA COL model VAL 280 COL series VAL 280 G280 COL cert VAL A61NM,0
CANADAIR CL600 1A11,GARLIK OH58,COL make VAL CANADAIR COL model VAL CL600 1A11 COL series VAL 600 COL name VAL CHALLENGER 600 COL cert VAL A-131 COL code VAL CL60,COL make VAL GARLIK COL model VAL OH58 COL series VAL A COL cert VAL R00006DE,0
MOONEY M20L,MOONEY 20,COL make VAL MOONEY COL model VAL M20L COL series VAL M20L COL name VAL MOONEY PFM COL cert VAL 2A3 COL code VAL M20P,COL make VAL MOONEY COL model VAL 20 COL series VAL L COL name VAL 205SE COL cert VAL 2A3,1
BELL UH1,WM UH,COL make VAL BELL COL model VAL UH1 COL series VAL H COL name VAL IROQUOIS COL cert VAL NOT CERTIFICATED COL code VAL UH1,COL make VAL WM COL model VAL UH COL series VAL 1H COL name VAL BELL 205 COL cert VAL H7SO,1
EMBRAER EMB145,CURTIS TRVAIR,COL make VAL EMBRAER COL model VAL EMB145 COL series VAL LR XR EP EMB145 MP COL name VAL ERJ145LR ERJ145XR ERJ145EP ERJ145 ERJ145MP COL cert VAL EA-9606 COL code VAL E145/E45X,COL make VAL CURTIS COL model VAL TRVAIR COL series VAL 4000 COL name VAL TRAVEL AIR COL cert VAL ATC32,0
CHAMPION 7HC,AYRES S2R,COL make VAL CHAMPION COL model VAL 7HC COL series VAL 7HC COL name VAL DX COL cert VAL A-759 COL code VAL CH7B,COL make VAL AYRES COL model VAL S2R COL series VAL T660 T65 COL cert VAL A4SW,0
DOUGLAS A26,PA 12,COL make VAL DOUGLAS COL model VAL A26 COL series VAL B C COL name VAL INVADER COL cert VAL NOT CERTIFICATED COL code VAL B26,COL make VAL PA COL model VAL 12 COL series VAL S COL name VAL SUPER CRUISER COL cert VAL A780,0
PIPER PA39,BHT UH1L,COL make VAL PIPER COL model VAL PA39 COL series VAL PA39 COL name VAL TWIN COMANCHE C/R COL cert VAL A1EA COL code VAL PA30,COL make VAL BHT COL model VAL UH1L COL series VAL UH1L COL cert VAL H5NM,0
GRUMMAN F7F,SUPAC 14,COL make VAL GRUMMAN COL model VAL F7F COL series VAL 3 COL name VAL TIGERCAT COL cert VAL NOT CERTIFICATED COL code VAL TCAT,COL make VAL SUPAC COL model VAL 14 COL series VAL PQ14A PQ14B COL cert VAL L282,0
WACO QDC,PA 16,COL make VAL WACO COL model VAL QDC COL series VAL QDC COL cert VAL ATC 412 COL code VAL WACC,COL make VAL PA COL model VAL 16 COL series VAL 16 COL name VAL CLIPPER COL cert VAL 1A1,0
KAMAN H43,DASALT FALCON,COL make VAL KAMAN COL model VAL H43 COL series VAL A COL cert VAL AR-27 COL code VAL H43A,COL make VAL DASALT COL model VAL FALCON COL series VAL 7X COL cert VAL A59NM,0
CHAMPION 8KCAB,HAWKER 750,COL make VAL CHAMPION COL model VAL 8KCAB COL series VAL 8KCAB COL name VAL SUPER DECATHLON COL cert VAL A21CE COL code VAL BL8,COL make VAL HAWKER COL model VAL 750 COL series VAL 750 COL cert VAL A3EU,0
WACO S3HD,DO 28,COL make VAL WACO COL model VAL S3HD COL series VAL S3HD COL name VAL SUPER SPORT COL cert VAL TC 543 COL code VAL WACD,COL make VAL DO COL model VAL 28 COL series VAL A1 COL cert VAL 7A13,0
WACO YQC,MS 760,COL make VAL WACO COL model VAL YQC COL series VAL 6 COL cert VAL TC 598 COL code VAL WACC,COL make VAL MS COL model VAL 760 COL series VAL 760 A B COL name VAL PARIS I PARIS IA PARIS II COL cert VAL 7A3,0
HAWKER HAWKER 900,WACO QC6,COL make VAL HAWKER COL model VAL HAWKER 900 COL series VAL XP COL cert VAL A3EU COL code VAL H25B,COL make VAL WACO COL model VAL QC6 COL series VAL AQC6 COL cert VAL 598,0
VERTOL H21,B 720,COL make VAL VERTOL COL model VAL H21 COL series VAL B COL name VAL WORKHORSE COL cert VAL 1H12 COL code VAL H21,COL make VAL B COL model VAL 720 COL series VAL 022 024B 025 030B 040B 048 051B 058B 059B 060B 062 068B B COL cert VAL 4A28,0
DOUGLAS A26,WACO QC6,COL make VAL DOUGLAS COL model VAL A26 COL series VAL B C COL name VAL INVADER COL cert VAL NOT CERTIFICATED COL code VAL B26,COL make VAL WACO COL model VAL QC6 COL series VAL YQC6 COL cert VAL 598,0
CONSOLIDATED VULTEE LB30,GRUMAN F7F,COL make VAL CONSOLIDATED VULTEE COL model VAL LB30 COL series VAL LB30 COL name VAL LIBERATOR COL cert VAL LTC-6 COL code VAL B24,COL make VAL GRUMAN COL model VAL F7F COL series VAL 3 COL cert VAL AR28,0
CESSNA E310,BV 42,COL make VAL CESSNA COL model VAL E310 COL series VAL H COL cert VAL 3A10 COL code VAL C310,COL make VAL BV COL model VAL 42 COL series VAL 44A 44B COL cert VAL 1H12,0
BAE BAE125,CE 337,COL make VAL BAE COL model VAL BAE125 COL series VAL 800A 1000A 800B COL cert VAL A3EU COL code VAL H25B/H25C,COL make VAL CE COL model VAL 337 COL series VAL T337G T337B T337C T337D T337E T337F T337H COL name VAL TURBO SKYMASTER COL cert VAL A6CE,0
GULFSTREAM GVI,HA 420,COL make VAL GULFSTREAM COL model VAL GVI COL series VAL GVI COL cert VAL T00015AT COL code VAL GLF6,COL make VAL HA COL model VAL 420 COL series VAL 420 COL name VAL HONDAJET COL cert VAL A00018AT,0
DASSAULT MYSTERE FALCON 50,TECNAM P2010,COL make VAL DASSAULT COL model VAL MYSTERE FALCON 50 COL series VAL MYSTERE FALCON 50 COL name VAL FALCON 50EX COL cert VAL EASA.A.062 COL code VAL FA50,COL make VAL TECNAM COL model VAL P2010 COL series VAL TDI COL cert VAL A00066CE,0
DOUGLAS C118,PA 24,COL make VAL DOUGLAS COL model VAL C118 COL series VAL A COL cert VAL A19NM COL code VAL DC6,COL make VAL PA COL model VAL 24 COL series VAL 24 250 260 400 COL name VAL COMANCHE COMANCHE 250 COMANCHE 260 COMANCHE 400 COL cert VAL 1A15,0
VIKING KITTYHAWK B4,CURTIS TRVAIR,COL make VAL VIKING COL model VAL KITTYHAWK B4 COL series VAL KITTYHAWK B4 COL cert VAL ATC 166 COL code VAL KITH,COL make VAL CURTIS COL model VAL TRVAIR COL series VAL W4000 COL name VAL TRAVEL AIR COL cert VAL ATC112,0
TAYLORCRAFT BFS12,TCRAFK BF,COL make VAL TAYLORCRAFT COL model VAL BFS12 COL series VAL 65 COL cert VAL A-699 COL code VAL TAYB,COL make VAL TCRAFK COL model VAL BF COL series VAL S1265 COL cert VAL A699,1
DASSAULT FALCON 2000,UC 94,COL make VAL DASSAULT COL model VAL FALCON 2000 COL series VAL FALCON 2000 COL cert VAL EASA.A.008 COL code VAL F2TH,COL make VAL UC COL model VAL 94 COL series VAL C38 COL cert VAL 668,0
BELL OH58,CV LB30,COL make VAL BELL COL model VAL OH58 COL series VAL A COL name VAL KIOWA COL cert VAL R00006DE COL code VAL B06,COL make VAL CV COL model VAL LB30 COL series VAL LB30 COL cert VAL L63,0
SWEARINGEN SA226,GA 112,COL make VAL SWEARINGEN COL model VAL SA226 COL series VAL TC TB AT T COL name VAL METRO II MERLIN IIIB MERLIN III COL cert VAL A8SW A5SW COL code VAL SW4/SW3,COL make VAL GA COL model VAL 112 COL series VAL 114 114A COL name VAL GRAN TURISMO COL cert VAL A12SO,0
PIPER PA31T,DART G,COL make VAL PIPER COL model VAL PA31T COL series VAL PA31T COL name VAL CHEYENNE COL cert VAL A8EA COL code VAL PAY2,COL make VAL DART COL model VAL G COL series VAL G COL cert VAL 674,0
PIPER PA32S,CE 510,COL make VAL PIPER COL model VAL PA32S COL series VAL 300 COL name VAL CHEROKEE SIX SEAPLANE COL cert VAL A3SO COL code VAL PA32,COL make VAL CE COL model VAL 510 COL series VAL 510 COL name VAL CITATION MUSTANG COL cert VAL A00014WI,0
AERONCA S7EC,AYRES S2,COL make VAL AERONCA COL model VAL S7EC COL series VAL S7EC COL name VAL CHAMPION COL cert VAL A-759 COL code VAL CH7A,COL make VAL AYRES COL model VAL S2 COL series VAL RT34 RRESTD RR1340 RT34RESTD RR3S RT15 RT11 RR1340RESTD RT11RESTD RR1820RESTD RR3SRESTD RT15RESTD COL name VAL TURBO THRUSH THRUSH BULL THRUSH COL cert VAL A3SW A4SW,0
BELL 214,TCRAFK BF,COL make VAL BELL COL model VAL 214 COL series VAL B1 ST B COL name VAL BIG LIFTER SUPER TRANSPORT COL cert VAL H6SW H10SW COL code VAL B214/BSTP,COL make VAL TCRAFK COL model VAL BF COL series VAL 60 65 BF COL cert VAL A699,0
FLEET 2,DASALT FALCON,COL make VAL FLEET COL model VAL 2 COL series VAL 2 COL cert VAL ATC 131 COL code VAL FLE2,COL make VAL DASALT COL model VAL FALCON COL series VAL 7X COL cert VAL A59NM,0
WACO ATO,BT 13B,COL make VAL WACO COL model VAL ATO COL series VAL ATO COL name VAL TAPERWING COL cert VAL ATC 123 COL code VAL WACO,COL make VAL BT COL model VAL 13B COL series VAL SNV2 COL cert VAL A2571,0
LEARJET 31,EC 155,COL make VAL LEARJET COL model VAL 31 COL series VAL A 31 COL cert VAL A10CE COL code VAL LJ31,COL make VAL EC COL model VAL 155 COL series VAL B COL cert VAL H10EU,0
CESSNA 441,PB Y6,COL make VAL CESSNA COL model VAL 441 COL series VAL 441 COL name VAL CONQUEST II COL cert VAL A28CE COL code VAL C441,COL make VAL PB COL model VAL Y6 COL series VAL A COL cert VAL AR22,0
WACO CLASSIC 2T,DC 3,COL make VAL WACO CLASSIC COL model VAL 2T COL series VAL 1A2 COL cert VAL NOT CERTIFICATED COL code VAL G2T1,COL make VAL DC COL model VAL 3 COL series VAL C47 C47A C47B CS4C4G COL cert VAL A669,0
BELL UH1,EMB 505,COL make VAL BELL COL model VAL UH1 COL series VAL P H COL name VAL IROQUOIS COL cert VAL H12NM H13WE COL code VAL UH1,COL make VAL EMB COL model VAL 505 COL series VAL 505 COL cert VAL A60CE,0
CIRRUS SR20,AR 7,COL make VAL CIRRUS COL model VAL SR20 COL series VAL SR20 COL cert VAL A00009CH COL code VAL SR20,COL make VAL AR COL model VAL 7 COL series VAL S7CCM COL cert VAL A759,0
PIPER PA16S,SA 316,COL make VAL PIPER COL model VAL PA16S COL series VAL PA16S COL name VAL CLIPPER COL cert VAL 1A1 COL code VAL PA16,COL make VAL SA COL model VAL 316 COL series VAL B C COL name VAL ALOUETTE III COL cert VAL H1IN,0
FORNEY F1,B 787,COL make VAL FORNEY COL model VAL F1 COL series VAL F1 A COL name VAL AIRCOUPE COL cert VAL A-787 COL code VAL ERCO,COL make VAL B COL model VAL 787 COL series VAL 9 8 10 COL name VAL DREAMLINER COL cert VAL T00021SE,0
MONOCOUPE 110,A 320,COL make VAL MONOCOUPE COL model VAL 110 COL series VAL 110 COL cert VAL TC 327 COL code VAL M110,COL make VAL A COL model VAL 320 COL series VAL 214 232 251N 271N 233 211 212 111 231 COL name VAL AIRBUS COL cert VAL A28NM,0
MCDONNELL DOUGLAS HELICOPTER 500,WACO JYM,COL make VAL MCDONNELL DOUGLAS HELICOPTER COL model VAL 500 COL series VAL N COL name VAL NOTAR COL cert VAL H3WE COL code VAL H500,COL make VAL WACO COL model VAL JYM COL series VAL JYM COL cert VAL 2361,0
LOCKHEED SP2,WACO AVN8,COL make VAL LOCKHEED COL model VAL SP2 COL series VAL H COL name VAL NEPTUNE COL cert VAL A36NM COL code VAL P2,COL make VAL WACO COL model VAL AVN8 COL series VAL AVN8 COL cert VAL 677,0
BELL 212,CHAMP 7,COL make VAL BELL COL model VAL 212 COL series VAL 212 COL name VAL TWIN TWO TWELVE COL cert VAL H4SW COL code VAL B212,COL make VAL CHAMP COL model VAL 7 COL series VAL JC COL name VAL TRI-CON 95 COL cert VAL A759,0
EMAIR MA1,OREGON TH1,COL make VAL EMAIR COL model VAL MA1 COL series VAL B COL name VAL DIABLO 1200 COL cert VAL A6PC COL code VAL MA1,COL make VAL OREGON COL model VAL TH1 COL series VAL L COL cert VAL H4NM,0
MITSUBISHI MU2B,AIRHLD EC135,COL make VAL MITSUBISHI COL model VAL MU2B COL series VAL 60 36 40 10 15 20 25 26 26A MU2B 30 35 36A COL name VAL MARQUISE SOLITAIRE COL cert VAL NOT IDENTIFIED 25 COL code VAL MU2,COL make VAL AIRHLD COL model VAL EC135 COL series VAL T3 COL cert VAL H88EU,0
MBB BO105,RAYTHN HAWKER,COL make VAL MBB COL model VAL BO105 COL series VAL CBS5 COL cert VAL EASA.R.011 COL code VAL B105,COL make VAL RAYTHN COL model VAL HAWKER COL series VAL 4000 COL cert VAL T00013WI,0
LUSCOMBE T8,TCRAFT D,COL make VAL LUSCOMBE COL model VAL T8 COL series VAL F COL name VAL LUSCOMBE OBSERVER COL cert VAL A-694 COL code VAL L8,COL make VAL TCRAFT COL model VAL D COL series VAL F65 COL cert VAL A746,0
CESSNA 310,LA 4,COL make VAL CESSNA COL model VAL 310 COL series VAL R Q 310 A B C D E F G H I J K L N P COL name VAL BLUE CANOE COL cert VAL 3A10 COL code VAL C310,COL make VAL LA COL model VAL 4 COL series VAL 250 COL cert VAL 1A13,0
DASSAULT MYSTERE FALCON 900,BC 1,COL make VAL DASSAULT COL model VAL MYSTERE FALCON 900 COL series VAL MYSTERE FALCON 900 COL cert VAL EASA.A.062 COL code VAL F900,COL make VAL BC COL model VAL 1 COL series VAL 1 COL cert VAL L222,0
AIRBUS A320,COMNDR 112,COL make VAL AIRBUS COL model VAL A320 COL series VAL 214 232 251N 271N 233 211 212 111 231 COL cert VAL EASA.A.064 NOT CERTIFICATED COL code VAL A320/A20N,COL make VAL COMNDR COL model VAL 112 COL series VAL 112 COL cert VAL A12SO,0
MBB BO105,ST 3,COL make VAL MBB COL model VAL BO105 COL series VAL CBS5 COL cert VAL EASA.R.011 COL code VAL B105,COL make VAL ST COL model VAL 3 COL series VAL KR COL cert VAL A749,0
SOCATA RALLYE 150,PA J5,COL make VAL SOCATA COL model VAL RALLYE 150 COL series VAL ST COL name VAL RALLYE COMMODORE COL cert VAL EASA.A.377 COL code VAL RALL,COL make VAL PA COL model VAL J5 COL series VAL A A80 COL name VAL CUB CRUISER COL cert VAL A725,0
BAC ONE ELEVEN,BV 107,COL make VAL BAC COL model VAL ONE ELEVEN COL series VAL 201AC 203AE 204AF 211AH 212AR 215AU 400 401AK 410AQ 412EB 414EG 416EK 419EP 420EL 422EQ COL cert VAL NOT CERTIFICATED COL code VAL BA11,COL make VAL BV COL model VAL 107 COL series VAL 2 COL cert VAL 1H16,0
LUSCOMBE 8,SA 360,COL make VAL LUSCOMBE COL model VAL 8 COL series VAL 8 A B C D E F COL name VAL LUSCOMBE MASTER LUSCOMBE TRAINER SILVAIRE DELUXE SILVAIRE DELUXE TRAINER COL cert VAL A-694 COL code VAL L8,COL make VAL SA COL model VAL 360 COL series VAL C COL name VAL DAUPHIN COL cert VAL H8EU,0
WACO DJC,TCRAFT 21,COL make VAL WACO COL model VAL DJC COL series VAL 6 COL cert VAL ATC 538 COL code VAL WACC,COL make VAL TCRAFT COL model VAL 21 COL series VAL F21 F21A F21B COL cert VAL 1A9,0
MORANE SAULNIER MS760,ROOS A1,COL make VAL MORANE SAULNIER COL model VAL MS760 COL series VAL A B COL name VAL PARIS IA PARIS II COL cert VAL 3 COL code VAL MS76,COL make VAL ROOS COL model VAL A1 COL series VAL A1 COL name VAL AMERICAN EAGLE COL cert VAL ATC17,0
FAIRCHILD C119,AS 355,COL make VAL FAIRCHILD COL model VAL C119 COL series VAL G3E COL name VAL FLYING BOXCAR COL cert VAL A24WE COL code VAL C119,COL make VAL AS COL model VAL 355 COL series VAL F2 F1 E N F NP COL name VAL TWINSTAR COL cert VAL H11EU,0
BOEING 757,PA 18,COL make VAL BOEING COL model VAL 757 COL series VAL 23A 256 236 2Q8 230 225 223 23N 2G5 28A 2B7 324 2Y0 2S7 33N 351 2J4 24APF 251 258 26D 27B 21B 222 224 212 23APF 2B6 2G7 COL cert VAL A2NM COL code VAL B752/B753,COL make VAL PA COL model VAL 18 COL series VAL L21A L21B COL name VAL SUPER CUB COL cert VAL 1A2,0
CESSNA U3,CE 310,COL make VAL CESSNA COL model VAL U3 COL series VAL A B COL cert VAL 3A10 COL code VAL C310,COL make VAL CE COL model VAL 310 COL series VAL U3A U3B COL cert VAL 3A10,1
PIPER J2,PA 38,COL make VAL PIPER COL model VAL J2 COL series VAL J2 COL name VAL CUB COL cert VAL ATC 595 COL code VAL J2,COL make VAL PA COL model VAL 38 COL series VAL 112 COL name VAL TOMAHAWK COL cert VAL A18SO,0
SNOW 600S2C,GA 685,COL make VAL SNOW COL model VAL 600S2C COL series VAL 600S2C COL cert VAL 2A7 COL code VAL SS2P,COL make VAL GA COL model VAL 685 COL series VAL 685 COL name VAL COMMANDER 685 COL cert VAL 2A4,0
RYAN PT22,CE 207,COL make VAL RYAN COL model VAL PT22 COL series VAL PT22 COL name VAL RECRUIT COL cert VAL A-749 COL code VAL PT22,COL make VAL CE COL model VAL 207 COL series VAL A 207 COL name VAL SKYWAGON COL cert VAL A16CE,0
PIPER PA32RT,PA 32RT,COL make VAL PIPER COL model VAL PA32RT COL series VAL 300 300T COL name VAL LANCE II TURBO LANCE II COL cert VAL A3SO COL code VAL P32T,COL make VAL PA COL model VAL 32RT COL series VAL 300 300T COL name VAL LANCE II TURBO LANCE II COL cert VAL A3SO,1
VIKING KITTYHAWK B8,GA VII,COL make VAL VIKING COL model VAL KITTYHAWK B8 COL series VAL KITTYHAWK B8 COL cert VAL ATC 392 COL code VAL KITH,COL make VAL GA COL model VAL VII COL series VAL G500 G600 COL name VAL G500 G600 COL cert VAL T00021AT,0
HAWKER HAWKER 900,HAWKIN C118,COL make VAL HAWKER COL model VAL HAWKER 900 COL series VAL XP COL cert VAL A3EU COL code VAL H25B,COL make VAL HAWKIN COL model VAL C118 COL series VAL A COL cert VAL A19NM,0
PORTERFIELD LP65,STNSON L5,COL make VAL PORTERFIELD COL model VAL LP65 COL series VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720 COL code VAL CP65,COL make VAL STNSON COL model VAL L5 COL series VAL B C E E1 G L5 COL cert VAL A764,0
